job_title,required_skills
security incident response engineer,"eco, gmp, iso, validation protocols"
web developer,"html, css, javascript, angularjs, node.js"
network engineer,"pc support technician, windows 7, cisco systems, unix"
threat analyst,"current va access, gfe, agile development process, fileman, vista forum, vista kids, cprs, chcs, rpms"
data manager,"ms project 2013, ms office"
tech support jobs,"agile, analysis, angularjs, architecture, business requirements, cms, development, java, javascript, management, qa, sql, user interface"
android developer,"roid, roid ndk, roid sdk, rest"
network security engineer,"h, web frameworks"
information assurance engineer,"full time, full time"
data migration lead,"ux practices, strong underst, lean ux , agile methodologies"
business intelligence developer,"ms bi, sql, ssrs"
computer hardware engineer,"power supply design, hv interface design, ethernet, tcp, ip, multicast, vlan"
software development coordinator,"java, hibernate, maven"
imaging specialist,"h, ling tickets , written, spoken german"
systems administrator,"windows server admin, iis 6.0, 7.0, ad design, protocols e. g., tcp, http, ssl, vmware, cisco, san storage, enterprise level, sql, server"
software engineer,"vb, .net , c#, sql server, architect, agile, wpf"
network security engineer,"c#, .net, web services, rest, soa, ood"
vp integration,"development, excel, http, management, powerpoint, vm, xml, xslt"
health systems analyst,"healthcare, sql, data"
information management specialist,sailpoint
business analyst,ficial system
sql developer,salesforce.com java javascript
manager net,".net , vb.net , c# , saas developers"
information systems technician,"decoding system;technical tv , video broadcasting equipment"
solutions architect,solutions architect
java developer,"java, j2ee, angular js, gwt, javascript, ajax, hibernate, sql , pl, sql"
systems administrator,it
business analyst,"pmp, itl"
exchange consultant,"sales, business development"
business intelligence developer,swift
vp informatics,"informatica, informatica lead"
software engineer,"c, c++, or java, ooad, uml, doors, satcom domain, soa"
technical consultant,"integration , gpu"
data manager,"it , pmp , health , agile , sdlc , budget"
aspnet developer,"xml, html, css, javascript, jquery, ajax, vb.net, microsoft iis, sql, oracle, ssis"
functional analyst,"development, excel, http, lifecycle, management, oracle, powerpoint, sap"
director of user experience,"pos, wifi, ios"
business systems analyst,"etl, pl, sql, ms suites, uml"
business intelligence manager,"ms project, sharepoint, jira , hp alm"
technical support specialist,technical writers
financial systems administrator,"splunk, splunk admin, security, splunk enterprise, splunklive, splunk itsi, it service intelligence, splunk architect, splunk"
backend java developer,"back end, enterprise javabeans, hibernate, j2ee web services, java, jboss, maven, middleware, sql, relational database"
systems administrator,"active directory, citrix, san, windows administration"
hadoop developer,"hardware, java"
data scientist,"security, tcp, ip"
systems administrator,eclinicalworks
security incident response engineer,"soc level integration , gpu soc"
solutions architect,"oraccle, aws, mysql, rdbms, unix, linux, oracle rdbms"
data coordinator,customer service
software engineer,"full, stack, aws, java, javascript, apis, security protocals"
database administrator,"oracle, administration, 10g, 11g"
ux designer,javascript
java developer,"hibernate, restful , soap"
data manager,"oracle plm experience, project management experience"
application support manager,"sql, ssis, ssrs, excel, application support, computer science, development"
software engineer,"c, c++, rtos, embedded application development"
analytics jobs,"analytics, bigdata, big data, data, business intelligence, ficial services, insurance"
decision support analyst,"technical support, cloud, windows, tcp, ip, dns, dhcp, vpn, firewall, ipv6"
crm consultant,"disaster recovery  , planning or estimat"
software engineer,"python, javascript, web development, rapid prototype, data, p, as, celery, flask, cloud, aws, elastic beanstalk, redshift, s3, ec2"
security incident response engineer,"sap, security, hana, java"
web developer,"asp.net 4.0, 2.0, 1.1, html, javascript, ajax, sql"
data architect,architect
java developer,"jira development, jira, atlassian confluence, jql, sql"
software engineer,analytical
software engineer,"agile, broadb, development, ethernet, genetic, http, linux, management, protocols, video"
network engineer,"cisco ccnp, juniper jncp, junos, mx routing platforms, bgp routing protocols"
security incident response engineer,"javascript, knockout.js, backbone.js, ember.js, angler.js"
java developer,"java, web development, integrated eligibility"
network security engineer,genesys multimedia
clinical systems analyst,"linux, windows"
data scientist,"autocad, broadb, erp, genetic, http, management, outlook, pc, project management, sap, supervision, ups, video"
mainframe developer,"mainframe, z, os, mvs, z, vm, os"
technical service representative,technical service representative
business systems analyst,"its home, it host claims"
vp software engineering,".net, c#, asp.net, angular js, mvc, entity framework, wcf"
hadoop developer,"c#, restful, angularjs, javascript"
hadoop developer,"c#, asp.net, web services, html, xhtml, xml, css, javascript, sql, json, iis, asp.net mvc, visual studio 2012, 2015, change management, ms office products"
data scientist,"cognos, sql"
data manager,"infrastructure, windows, server, windows 2008, r2, 2012, active directory, group policy management, dhcp, dns, exchange, sql server, sarbanes oxley, network security systems, firewalls"
java developer,"java, xml, sql; java ee, j2ee"
manager linux,unix
threat analyst,"use cases, gap analysis, visio, requirements management, bpm, ice, brd, agile, sdlc, crm, swim lanes, bpr, sql, portals, ecommerce, lean, six sigma"
