job_title,required_skills
business analyst,"agile, business cases, financial services, functional requirements, it architecture, sprint"
iam system analyst  remote,"authorization, least privilege, credential boundaries, kpis, kris, attestation evidence, identity , access management, iam, authentication, mover, leaver, rbac, abac, dbs, unix, it architecture, windows, active directory, sox, pci, powershell, ccsp, cism, cisa, cissp"
pmo it project manager,"agile, automation, budget, communication"
it asset management analyst,"react native, react, native, hybrid applications, react, native hybrid applications, react, react, native ios, react, native android, facing features, react, javascript, front, end libraries, wireframes, dom manipulation, javascript object model, react.js workflows, flux, redux, data structure libraries, immutable, react native libraries, third party libraries, react, native, navigation, axios, react native navigation, coding standards, restful apis, modern authorization mechanisms, json web token, oauth, web token, front, end, front, end pipelines, front, end tools, frontend tools, frontend pipelines, frontend pipelines development, babel, npm, git, svn, native mobile development, aws, apps, app stores, appstore, data integration solutions, data integration, databricks, data bricks, data, bricks, python custom development, azure containers, azure tool kits, azure tool kit, restful api, python api, inbound, outbound data integration, inbound, outbound data integrations, spark, etl development, data integrations, code deployments, devops, reviews, big data technologies, cloud platforms, traditional ec2, serverless, serverless lambda, microservices architecture, microservices, ci, cd, devops principles, message queue style, message queue, api security frameworks, api security, token management, user access control, jwt, nosql database, nosql, relational database, java with react, java with reactjs, reactjs, reusable components, high quality code, web, capable devices, reactjs core principles, react.js core principles, logistics, full stack developer , logistics, java backend developer , logistics, complex web applications, event driven architecture, secure rest api, node.js, json, postgresql, designing schemas, writing optimized queries, html, css, angular, single sign, on, automated unit, integration, end, to, continuous integration , continuous deployment, azure infrastructure, api gateway, aks, service bus, event hub, isomorphic react, ecmascript, api development, iot engineer, iot hardware, retail, iot retail, iot e, commernce, iot ecommernce, bluetooth ble, bluetooth, ble, wi, fi, wifi, pcb interfaces, pcb interface, pcb, printed circuit board, hssi design, embedded c, c++, embedded cc++, stm32 chipsets, stm32 chipset, c, c++, c++, stm32 chips, temperature sensors, weight sensors, level sensors, solenoids sensors, solenoids, circuit design, data structures, algorithm design, object, oriented programming., micro, controllers microprocessors peripherals, embedded control systems, serial communication, iot platforms, internet of things, kubernetes, apache kafka, kinesis, apache spark, big data, proof, of, concept software, proof, of, concept, end, end product integration, events sensors, events sensor, system state sensors, aggregating sensor data, sensor data, iot technology, iot data collection, iot data, usc, software management, hardware management, asset management, it asset management, servicenow, united states citizen, economic development, information architecture, design, digital content strategist, digital content, weblogic, public sector organization, public organization, digital marketing strategist, br, development, br, expert, branding expert, network engineer, hybrid cloud network, aws certification, azure certification, gcp certification, oci certification, cloud networks aws, azure, oci, gcp, tier 4 support, tier 3 support, cloud network architecture, tcp, udp, bgp, ospf, vpc, ec2, cisco, f5, ccna, ccnp, wise shelf, iot products, iot sensors, iot edge, embedded systems, embedded control, arm based micro, controllers, micro, controllers, microprocessors, use of peripherals, iot device firmware., iot device, iot device firmware, iot firmware., iot compliance, iot security, iot firmware, embedded architectures, embedded architecture, texas instruments, iot digital, semiconductors, semi, fuels pricing, microservices development, kafka, kubernetes, agile, scrum, cicd, clm, clm conga, code migrations, sandbox, apex classes, triggers, soql, sosl, apex web services, salesforce lightning components, toasting events, event handlers, wrapper classes, salesforce platform, workflows, sharing rules, permission sets, vf pages, rest api, soap api, rdbms, lightning component framework, pardot, cpq, clm conga, saml authentication, contract lifecycle management, clm applications, salesforce certifications, apus, apttus, configure price quote, cpq, apex language, quote to cash, salesforce service cloud, sales cloud, visualforce, lead, to, oppty, to, order management, subscription, renewals, sales programs, specialization, lightning experience, lightning component, lightning connect, lightning design system, apex, visual force, design pattern methodologies, sql, microso sql server, oracle., apttus x, apttus x author, x, x author, standard objects, workflow & approvals, apex classes, controllers, apex triggers, visualforce pages, offline edion, integraon, migraon, reports, dashboards, force.com ide, eclipse, s, control, visio, ms project, chessnutt sam pro, chessnutt, sam pro, hardware asset management, servicenow sam pro, sam processes, ham, end point management, sccm, intune, uem, itam program, itam, flexera, microsoft office, bmc remedy"
it project management analyst,"it, management, gps, microsoft word, microsoft project, powerpoint, excel, systems, cio"
business systems analyst,"it, systems, oracle, computer, analysis, excel, outlook, powerpoint"
it project analyst,"it, analyst, system, management, windows, adobe, web, analytical"
it quality control analyst ,"it, quality, testing, test, management, developer, java, bi tools, manager, informatica, business objects, cognos, teradata, db2, oracle, sybase"
it security analyst,"it, security, system, risk management, management, iso, cissp"
it asset management analyst,"it, cam, access, development"
it business systems analyst,"it, rational"
it quality control advisor,"quality, it, test, management, systems"
it desktop support analyst,"person , mail, directories, voip, iphone."
it business analyst,it
it asset management analyst,"it, management, cio, systems, system, software, security"
mule soft tech lead,"oracle, middleware, soa, lead, mulesoft"
mule architect,"architecture, esb, integration, mulesoft"
java developer,"java, microservices, kafka, mongodb, react, node, mulesoft, mule"
salesforce developer,"salesforce, mule, software, agile, application"
mulesoft developer,"mulesoft, anypoint studio, mule esb, rest api, api, java, activemq, soa"
mulesoft lead developer,"mule soft, java , j2ee, jms, ejb, xslt, cxf, mulesoft mm, restful, muleesb, mule api"
mulesoft developers,"sterling oms customization, j2ee, muleesb, mule api, mule cloud hub"
mulesoft developer,".net, api management, restful, mulesoft, oracle, soap, soa, api, esb, java, mule, agile"
mulesoft developer,"api, amazon web services, amazon sqs, sdk, mulesoft, mule, saas, ssl, message queues, integration, salesforce.com, apache activemq, cloud"
mulesoft developer,"mule, esb, java, hibernate"
mulesoft developer,"mulesoft, anypoint studio, mule esb, web services, jira, servicenow, mulesoft 4.x"
mulesoft developer,"integration, api, com, crm, integration architecture, microservices, erp, qa, saas, soap, soa, salesforce.com, restful, mule, mulesoft"
mulesoft developer,"mulesoft, integration, automation, mulesoft anypoint, mule connectors, oops, certification in mulesoft, api management, mule batch module, etl, saas, jee, jse, rest, java, j2ee"
hadoop architect,"hadoop, big data, java, python, aws, glue, informatica, etl, spark, mule, architect, lead, kafka, scala, hive, java, python"
lead mulesoft engineer,"mulesoft, lead, mule flows, munit tests, anypoint studio, mulesoft api framework, restful web services, ci, cd, jenkins, bitbucket"
mulesoft developer,"mule, mulesoft, java"
cloud data architect,"amazon web services, apache spark, architecture, migration, nosql, data architecture, cloud, scala, restful, emr, mule, data structure"
mulesoft architect,"mule esb, any point studio, etls, flows, mel, routing, database, api management"
mulesoft architect,"mulesoft, mule esb, java"
mulesoft architect,"mulesoft, mule, java, rest, soap, soa, eai"
mulesoft architect,"mule 4, dw 2.0, jenkins, retail, springboot"
aws migration lead,"big data, scala, java, spark, splunk, certified, android, agile, web , manual testing, virtual accounts, cash management, merchant accounts., merchant accounts, sql, pyspark, python, healthcare, actimize, micro services, angularjs, ach, fed wire, zelle p2p, bill pay, cards networks, schemes chips, virtual accounts management, groovy, java, javascript, oracle db, dynatrace, kubernetes, javascript, j2ee, rest, soap web service, kanban, scrum, jira, cmos, tbas, fixed income financing, groovy, asp.net, vb.net, c#, ajax, java script, webservices, spring boot, cloud, finance, fixed income, mortgage, broadridge, core java, kafka, cassandra, react, angular js, corejava, springboot, sharepoint 2010, 2013, 2019, obiee, obia, siebel, informatica, oracle, infrastructure pm, vmware vrops, hp server automation, hp operations orchestration, genesys, azure, sql server, aem, digital marketing, ehr, emr, edi, data governance, apache, tomcat, jvm, pega 7.2.2, pega 8.4, arm, cortex, can, lin, spi, i2c, rs232, adc, eeprom, pwm, retailproducts, payment products, lightning, apex, soap, aws, devops, cicd, jenkins, cloud bees, terraform, python, prpc, cpm, oracle or mssql, db2, sybase, ssas, ssrs, ssis, ssql, data warehouse, integrating complex, react or angular, json, rest api, microservices, powerbi, tableau, grafana, angular.js, event hub, jcl, ispf, vsam, cics, ca7, control, m, google cloud platform, airflow, micro service, mongo db, ba, gherkins, angular, jasmine, sonar, bit bucket, jenkins, iis, windows, mule, integration, architecture, java servlets, jms, ejb, design patterns, web services, lsa, bpm, bre, healthcare claims, perl, shell, linux, unix, pega lsa , cssa, cobol, aws architect, migration, postgres sql, etl, robotics, product design, security, sso, pci, pii, data encryption, pcf, pega, lba, provider lifecycle management, rpa, devops, cicd, pmp, itil, asm, collections, threads, app, web, db, uml, maven, jenkin, bitbucket, visualforce, .net, vb, rest & soap, json & xml, xp, scrum, hdfs, gpfs, ansible, chef, digital edge architecture, cloud security architecture, itsm, salesforce, ods, data architecture, erwin, teradata, vldb, hadoop, green plum, hpc, ibm spectrum, jquery, pivotal cloud foundry, amazon web services, unix lead, decision, aws migration"
mulesoft developer,"mulesoft, solution architecture, mulesoft architect, mule soft developer"
mulesoft architect,"mule esb, api management, amazon web services, devops, design patterns, jira, sap hana, soap, web services, software deployment, architect"
mulesoft architect,"cloudhub, rtf, mule"
mulesoft architect,"mulesoft, cloudhub, rtf, mule"
mulesoft architect,1.
100% remote mulesoft architect,"mulesoft, cloudhub, rtf, mule"
mulesoft architect,"cloud hub, rtf, mule, mulesoft architect"
enterprise architect,"architect, enterprise, cloud, aws, azure, infrastructure, stacks, mule, fuse, ipaas"
business information developer,"development, pc, sql"
software engineer,"engineers, python"
software developer,"etl, maven, gradle, xml, json, sql, nodejs, linux, rest, jenkins"
etl develolper,"etl, java, elasticsearch, aws, python, mongo, git"
software engineer ii,"automotive, software, java, html, desktop, programming, web, soap, javascript, api, xml, python, j2ee, mysql, linux"
software engineer ii,"automotive, software, management, development, application, html, javascript, sql, developer"
java full stack developer,"java, project, development, systems, cio, it, html, javascript, xml, python, test, recruiter"
java developer,"java, consult, systems, cio, it, j2ee, security"
salesforce developer,"soap, it, sales, development, system, javascript, lifecycle, ide, informatica, engineering"
java developer,"java, application, software, engineers, systems, cio, c, test, development"
aws elasticsearch developer,"programming, development, it, linux, java, bash, management"
salesforce developer,"soap, it, engineering, sales, development, system, javascript, lifecycle, ide, informatica"
java developer,"java, software, developer, crm, j2ee"
iib developer,"ibm, management, systems, xml, soap, bash, perl, database, db2, oracle, pl, sql, sql"
software developer,"java, test, development, web, database, jdbc, systems, cio"
java developer,"java, web, database, jdbc, xml, html, soap, sql, systems, cio"
oracle oim developer,"oracle, java, systems, security, j2ee, object oriented design, soap, access, application, development, ejb, middleware, recruiter"
salesforce developer,"sales, system, soap, it, development, javascript, lifecycle, ide, engineering, informatica"
os mainframe systems programmer,"systems, system, ibm, cio, management, ispf, linux"
java developer,"java, sdlc, systems, cio, management, j2ee, xml, web, jsp, jdbc, sql, oracle, db2, html, javascript, ide"
full stack java developer,"java, sdlc, systems, cio, management, j2ee, xml, web, jsp, jdbc, sql, oracle, db2, html, javascript, ide, security"
full stack java developer,"java, sdlc, systems, cio, management, j2ee, xml, web, jsp, jdbc, sql, oracle, db2, html, javascript, ide, security"
java developer,"java, test, development, web, database, jdbc, systems, cio, j2ee, uml"
software engineer,"consult, javascript, development, engineering, apache, software"
ormb developer advisor,"system, development, database, it, oracle, informatica, business objects, sql, java, javascript, jsp, web, datastage, management"
expert software developer,"software, aws, springboot, java, rest, devops, linux, jenkins"
workday hcm report developer,"business intelligence, engineers"
jasper report developer,"jasper reports, java, oracle"
power bi report developer,power bi
enterprise report developer,"power bi, toad, sql, pl, sql, sql plus, apex, sdlc, queries, tables, essbase, smartview"
power bi report developer,"power bi, ssrs"
report developer,"analyst, business intelligence, sql, analysis, management, development, cognos, it"
salesforce report developer,tableau
oracle report lead,"oracle, erp, applications, release, management, peoplesoft, jd edwards, it, c, cio, engineering, sql, pl, sql, application, plsql, soap, api"
report writer,"information systems, computer science, microsoft sql server, reporting, oracle"
workday prism report writer,"developer, web, engineering, analysis, quality, development"
workday report writer,tableau
report analyst,"developer, it, system, sql, oracle, mysql, python"
 bi developer ,"tableau, looker"
jasper report,"jasper reports, azure, devops, tfs, team foundation services, jaspersoft, sql"
business intelligence analyst,"power bi, ssrs , power bi, ssrs"
report writer,"writing, sql, microsoft ssas, microsoft ssis, microsoft ssrs, microsoft sql server, microsoft power bi, system requirements, microsoft excel, database, data management, postgresql, data analysis, data flow, data validation, data warehouse"
healthcare informatics analyst,"crystal reports, data analysis, epic, health care, microsoft power bi, microsoft sql server, presentations, revenue management, sap, sql, soft"
report testing analyst,"quality assurance, sql, sql queries, ms excel, python, agile"
allscripts report writer,"management, sql, cio, systems, scripts"
business intelligence,"business intelligence , report authoring , data source management"
tableau desktop,"report authoring , data source management, creating dimensions, measures , calculations, databases, create , create interactive filters, parameters , worksheets in tableau, prototypes, mock, ups"
bi report analyst,"database design, ssis"
report analyst,"sql, microsoft office, git, communication"
workday reporting analyst,"developer, development, systems, analysis, quality, knowledge management, web, engineering, applications, application, system, library"
power bi developer,"power bi, powerbi, sql, ssrs, ssis, azure"
bi etl developer ii,"business intelligence, it, architecture, teradata, excel, sql, telecom, informatica"
oracle developer,"database, etl, ibm db2, microsoft sql server, microsoft ssrs, nice, oracle, pl, sql, rdbms, sql, software, stored procedures"
business objects developer,"bo developer, tableau, workday"
talend developer,"data extraction, transformation , 2008, 2012, t, sql, basic database design"
qlikview developer,qlikview
business intelligence developer,"qlik sense, health care, sql"
data analytics developer ,"analytics, data science, data analysis, oracle, python, javascript, google cloud, requirements management"
ssis developer,"ssis expertise, healthcare payer experience, experience developing edws"
data warehouse reports developer,"etl, health care, ibm cognos, oracle, warehouse, sql, sas, aws, azure, cognos"
talend developer,"agile, apache kafka, csv, cubes, dashboard, data warehouse, documentation, etl, flat file, git, jira, json, microstrategy, oracle, qa, revision control, talend, teradata, unix, xml"
reporting developer,"business intelligence, sql, analysis, management, software, systems, development"
oracle ebs developer,"oracle, security, pl, sql, lifecycle, management, application, sql, java, xml, unix, linux, applications, erp, release, peoplesoft, jd edwards, it, c, cio"
software developer,"software, data architecture, artificial intelligence, architecture, python, java, web"
system deployment developer,"civil, it, system, laboratory, engineering, python, software, development"
software developer,"civil, it, software, access, java, j2ee, python, apache, sql, windows, linux, automated, soap, xml, test, development, nlp"
sharepoint programmer,"network, system, it, security, software"
software developer,"civil, it, software, access, javascript, sql, windows, automated, web, development, asp"
sas programmer analyst ii,"data analysis, sas"
software engineer,"automotive, software, engineers, web, python, html, user interface, engineering, java, javascript, sql, oracle, quality, management, test"
software engineer,"automotive, software, engineers, management, web, python, html, user interface, engineering, java, javascript, sql, oracle, quality, test"
oracle ebs application developer,"crm, ebs, finance, most, nice, oracle, oracle ebs, pl, sql, soa, software development"
software engineer ,"software, java, architecture, web"
java engineer,"java, etl, aws, soa"
oracle soa developer,"oracle, applications, erp, middleware, web, soap, xml, wsdl, xslt, java, user interface"
oracle soa suite consultant,"oic, b2b, soa, cloud"
soa developer,"soa suite, osb, bpel, java"
oracle soa architect,"oracle, fusion erp, soa, business intelligence, oic, middleware"
oracle soa suite,"oracle soa, weblogic, api"
prism web services developer,"web, oracle, soap, xml, wsdl, security, interface, management, system, j2ee, apache, java, dom"
soa architect,"systems, oracle, xml, api, scripts"
oracle soa administrator,"soa, bpel"
soa developer,"bpmn 2.0, pl, sql, oracle soa, bpmworkflow, oracle webcenter portal, oracle bpel, jdeveloper 11g, oracle mds, data access architecture"
oracle soa developer lead,"oracle soa, edi 856, java, b2b"
oracle developer,"oracle soa, bpm, osb, apsp"
soa developer,"soa, 12c, osb, b2b"
oracle soa lead,"oracle soa, soa, oracle fusion, oracle fusion middleware"
soa tester,"soa qa, middle office, derivatives, otc"
soa developer,soa
solution architecture,"operational , business analysis, aws"
java integration engineer ,"integration architect, integration frameworks design, kafka, ignite, core java, j2ee, c++, jms, servlets, jsp, jdbc, ejb"
oracle soa developer,"soa, oracle, ebs, bpel, integration"
oracle soa architect,"soa, oracle service bus"
 lead soa integration developer,integration architect 
lead soa integration developer ,"enterprise integration architect, microsoft azure, cloud, microservices, red hat openshift, kubernetes, ci, cd, identity , java, spring boot, spring cloud, and, or c#, .net, .net core"
java developer,"java, spring boot, api, microservices, soa"
oracle middleware,"agile, education, forms, gl, government, inv, it, impact analysis, implementation, compliance, computer science, database, dod, documentation, ebs, cio, com, change request management, cloud, communication"
mulesoft developer,"mulesoft, anypoint studio, mule esb, rest api, api, java, activemq, soa"
integration architect,"enterprise architecture, framework, governance, health care, ibm rsa, agile, it management, implementation, insurance, integration, architecture, integration architecture, json, java, leadership, blueprint, middleware, oauth, oop, onshore, api, restful, cobol, communication"
solution designer,"infrastructure, documentation, electronic commerce, emerging technologies, business requirements, cables, communication"
net developer,".net, analytics, angularjs, business requirements, c#, can, cloud, communication"
mulesoft admin,"api, amazon web services, cloud, configuration, documentation, esb, api management, integration, infrastructure, iaas, mulesoft, paas, soap, soa, scalability, software deployment, it governance, microsoft windows, middleware, operations, saas, xml"
mulesoft developer,"mulesoft, api, soa, esb, rest, integration"
information architect,"aws, azure, google, cloud applications, kubernetes, mavern, git, groovy, spring boot, spring cloud, and, or c#, .net, soa, esb, api, single sign, on sso integration , n, tier client, xsd, wsdl, xslt, xpath, yaml, json"
front end developer,"html5, css3, javascript, angular 4+, node.js, restful, scrum, sql server, web, microservices, soa, devops, ci, cd, jira, confluence, crucible, bitbucket, azure"
salesforce integration architect,"bpm, salesforce, soa"
sterling integrator,"b2bi, edi, soa"
sterling integrator,"b2bi, soa"
bigdata lead,"bigdata, hadoop, java, jee, soa, web services, ejb, jsf"
mulesoft architect,"mulesoft, mule, java, rest, soap, soa, eai"
websphere consultant,"bpm, css, html5, ibm, ibm websphere, ibm websphere portal, j2ee, jsp, jsr, jstl, java, java servlets, javascript, javaserver faces, management"
mulesoft developer,".net, api management, restful, mulesoft, oracle, soap, soa, api, esb, java, mule, agile"
oracle apps dba,"oracle apps, ebs, r12, rac, soa"
java technical lead,"java 8, 9, spring boot, soa, spring batch, git, svn, azure"
net developer,".net framework, .net core, c#, java, node, mvc, angular, nuget, javascript, jquery, hmtl, css, jira, tfs, soa principles, design patterns, soa, soa principle, rest, soap, based services"
aws full stack developer,"api, aws import, export, agile, ajax, amazon s3, amazon sqs, amazon web services, apache maven, css, cloud, code coverage, computer science, dhtml, devops, education, elasticsearch, framework, git, google chrome, government, handlebars, hibernate, interfaces, j2ee, junit, jasmine, java, javascript, jenkins, less, linux, mathematics, microservices, mysql, nice, onshore, physics, jquery, restful, safe, soa, svn, sass, section 508, software, software deployment, software development, ui, virtual private cloud, web applications, web services, wildfly, xml"
big data architect,"agile, amazon s3, amazon web services, apache hadoop, apache spark, architecture, best practices, big data, cloud, data architecture, data management, data warehouse, daas, devops, data integration, finance, implementation, leadership, microservices, program management, qa, soa, storage, system integration, technical support"
lead systems architect,"java, aws, microservices, j2ee, rest, soap, agile, angular, soa"
net developer,"asp.net, c#, common architecture, design patterns, user experience, user success, mvc, source management, software development, desktop applications, web applications, sql server 2016, microsoft sql, sql database, rest api, web api, wcf, web services, html5, css3, jquery, javascript, cicd, ms tfs 2017, azure devops, object oriented development, service oriented architecture, microsoft visio, microsoft platforms, azure, aws cloud, c++, microsoft power bi, ssrs"
solution architect,".net, api, agile, architecture, c#, continuous integration, devops, data science, data analysis, it architecture, java, python, restful, robotic process automation, sql, solution architecture, rpa, soa, apache hadoop, apache spark, automation anywhere, bapi, cyberark, jenkins, microsoft power bi, splunk, tableau, rbac, sap, wlm, poc"
net developer,"c#.net, asp.net, angularjs, jquery, web api, json, soa"
digital ecommerce architect,"soa, database management, microservices"
software engineer,"hands, on, lead dev exp"
software engineer,"hands, on, lead dev exp"
principal signals software engineer,"security, software, java, linux, rf, python, ide, protocol, matlab"
principal signals software engineer,"security, software, java, linux, rf, python, ide, protocol, matlab"
signals software engineer,"security, software, java, linux, rf, python, ide, protocol, matlab"
 principal software configuration analyst,"systems, software, library, linux, ieee"
 principal cloud software engineer,"systems, software, engineers, security, java, linux, system, unix, artificial intelligence"
software engineer principal,"angularjs, adaptability, cloud, java, javascript, node.js, nosql, react.js, sql, ruby on rails, software development, software design"
android software engineer,"software, development, applications, engineering, sdlc, java, hub"
software engineer principal,"angularjs, adaptability, cloud, sql, software development, software design, python, react.js, ruby on rails, software"
principal software engineer,"systems, software, engineering, rf, security, java"
principal embedded software engineer,"software, aerospace, security"
staff software engineer,"adaptability, angularjs, cloud, engineering, infrastructure, nosql, javascript, node.js, react.js, ruby on rails, sql, software development, systems design"
lead software engineer,"software, java, engineers, sdlc, hub, it, library"
software engineer,"angularjs, cloud, html, javascript, nosql, ruby on rails, react.js, software development, software design, software, linux, infrastructure, innovation"
manager software engineering,"automotive, software, engineers, it, system"
lead software engineer,"java, apache, sql, software, engineers, sdlc, it, library"
software engineer,"consult, javascript, development, engineering, apache, software"
software engineer,"consult, software, javascript, development, engineering, apache"
lead software engineer,"automotive, software, management, ims, engineers, asp, .net, web, database, oracle, api, sql, qa"
software engineer,"software, sql"
software engineer,"amazon web services, business acumen, front end design, bootstrap.js, communication"
software developer,"software development, servicenow, test automation, application development"
software engineer ii,"azure, communication"
software engineer ii,"automotive, software, engineers, web, java, video"
software engineer,"automotive, software, engineers, management, web, python, html, user interface, engineering, java, javascript, sql, oracle, quality, test"
principal software engineer,"automotive, software, management, ims, engineers, api, security, java, asp, web, database, oracle, sql, qa"
software engineer,"automotive, software, computer, web, test, unix, sql, mysql"
software engineer i,"automotive, software, engineering, engineers, release, system, management, performance, java, javascript, mysql, xml, development"
software engineer,"automotive, software, engineers, web, python, html, user interface, engineering, java, javascript, sql, oracle, quality, management, test"
software test engineer ii,"automotive, software, test, performance, development, api"
software test engineer,"automotive, software, test, engineers, python, oracle, sdlc, quality, api, micro, performance"
software developer,"software, api, java, application, development, soap, xml, html"
software developer,"engineering, salesforce, it, java, python, api, perl, html, javascript, cgi, web, soap, xml, source code, linux, apache, sql, software, architecture"
  principal software engineer,"software, systems, test, java, linux"
principal web software developer,"software, computer, javascript, development"
principal software development analyst,"javascript, transact, sql, sql, software, development, sdlc, database, security, access, test, oracle"
associate software applications developer,"defense systems, software, applications, peoplesoft, oracle, development, sdlc, engineering, sql, it"
principal cyber software engineer,"software, web, java, javascript, html, ux, gis, development"
software development analyst,"application, software, systems, windows, unix, linux, apache, sdlc, ibm, sql"
lead software engineer,"java, python, javascript, api, linux, software"
ai prin software architect,"software, architect, sdlc, oracle, java, python, api"
ai group,"software, physics, python, java"
software engineer,"software, python"
software test engineer i,"automotive, software, test, computer"
aws software developer,"software, consult, development, api, java, test, ux"
software developer,"software, web, development, java, soap, shell script, python, windows, sql"
oracle apps dba,"oracle, dba, application, database, middleware, unix, engineering, it, security, development"
oracle erp cloud projects,"oracle, erp, management, network, peoplesoft, jd edwards, release, hub, systems, powerpoint"
oracle erp cloud grants,"oracle, erp, management, network, peoplesoft, jd edwards, release, hub, systems, powerpoint"
oracle ebs developer,"oracle, security, pl, sql, lifecycle, management, application, sql, java, xml, unix, linux, applications, erp, release, peoplesoft, jd edwards, it, c, cio"
oracle apex,"oracle, development, application, java, html, xml, sql, apache"
oracle e,"oracle, applications, dba, erp, release, management, peoplesoft, jd edwards, it, c, cio, linux, java, performance, security, risk management, database, systems, cissp"
oracle financial management consultant,"oracle, erp, applications, release, management, peoplesoft, jd edwards, it, c, cio"
oracle cloud technical lead,"performance, oracle, erp, applications, release, management, peoplesoft, jd edwards, it, c, cio, engineering, application"
oracle report lead,"oracle, erp, applications, release, management, peoplesoft, jd edwards, it, c, cio, engineering, sql, pl, sql, application, plsql, soap, api"
oracle cloud finance lead,"performance, oracle, erp, applications, release, management, peoplesoft, jd edwards, it, c, cio, engineering, hub, application"
oracle cloud procurement lead,"performance, oracle, erp, applications, release, management, peoplesoft, jd edwards, it, c, cio, engineering, application"
oracle cloud inventory consultant,"oracle, management, rf"
oracle cloud payables,"oracle, management, erp, analysis, recruiter"
jr oracle cloud payables,"oracle, management, erp, recruiter"
government oracle erp consultant,"oracle, erp, applications, release, management, peoplesoft, jd edwards, it, c, cio"
oracle saas environment manager,"it, oracle, release, systems, sdlc, applications, erp, software, architecture, peoplesoft"
 oracle business intelligence  architect,"dashboard, business intelligence, communication"
6434 oracle cloud manufacturing,costing
oracle audit vault administrator,"oracle audit vault, postgresql, sql server, oracle rman, disaster recovery, linux"
 oracle business intelligence architect,"obieee, bi, business intelligence, etl, obia, obiee, star schema"
oracle database administrator,"oracle, goldengate, rac"
java developer,"java, j2ee, pl, sql, oracle"
opa  developer ,"oracle policy automation, web services, soa, inclusions, checkpoints"
oracle finance consultant,"oracle financials, cloud, cloud fusion, oracle cloud fusion, revenue, cost management"
oracle cpq functional,"oracle, cpq, cloud, api, ajax, architecture, bom, crm, erp, json, java, javascript, soap, web services, xhtml, xml, html, commerce"
oracle functional planning,"can, cloud, finance, health care, implementation, inventory, life sciences, mrp, oracle, oracle fusion, pharmaceutics, procurement, professional services, san, warehouse"
oracle database delivery manager,"amazon redshift, amazon web services, architecture, cloud, configuration, database, database design, delivery management, design documentation, hardware, mpp, multitasking, pl, sql, production, rdbms, recovery, root cause analysis, server hardware, time management, storage, sql server, oracle server, relational databases"
oracle ebs application developer,"crm, ebs, finance, most, nice, oracle, oracle ebs, pl, sql, soa, software development"
oracle hcm functional consultant,"business process, cloud, configuration, development testing, hr management, human resources, implementation, leadership, oracle ebs, qa, requirements elicitation, systems design"
oracle fusion cloud consultant,"oracle r12, mcs, oic, cpq"
oracle finance functional consultant,oracle finance
oracle cpq cloud expert,"oracle, cloud, cpq"
oracle database dba,"oracle, database"
oracle commerce cloud functional ,oracle commerce cloud
oracle data architect,"mdm, web services, wsdl, soap, restfu"
oracle pl,"unix, pl, sql, json, data migration, indexes"
oracle database administrator,"oracle productions dba, on, call support, configuration, health checks, security, upgrades, migrations, large dbase experience"
oracle data architect,"systems, oracle, architect, business intelligence, project, data warehouse, erp, it, scripts"
java developer,"java, compliance"
java developer,"java, test, development, web, database, jdbc, systems, cio, j2ee, uml"
mid level java developer,"maven, java, project management, rabbitmq, relational database, tomcat, weblogic, user interface design, jsp, sql server, python, angularjs, jira, full stack, j2ee web services, sql"
solution architect,"architect, java, software, systems, cio, it, application, sdlc, j2ee, apache, ejb, html, soap, web"
java developer,"systems, java, consultant, it, j2ee, project, jdbc, soap, websphere, apache, jsp, javascript, uml, sql, api, security, application, performance, management"
java developer,"springboot, java"
systems engineering java developer,"systems, java, consultant, it, j2ee, project, web, jsp, jdbc, soap, sql"
java developer,"java, consult, systems, cio, it, j2ee, security"
java developer,"java, systems, cio, javascript, html, xml, oracle, linux, python, bash, perl, security"
java developer,"java, consulting, development, engineers, ip, mysql, sql, uml, linux, python"
systems engineering java developer,"systems, java, consultant, it, j2ee, project, web, jsp, jdbc, soap, apache, uml, sql, micro"
java developer,"java, web, database, jdbc, xml, html, soap, sql, systems, cio"
java development,"systems, consulting, it, java, j2ee, project, web, jsp, jdbc, soap, sql"
java cloud developer,"systems, java, j2ee, api, sql, oracle, management, web, xml, linux"
java development,"systems, consulting, it, java, j2ee, project, web, jsp, jdbc, soap, apache, uml, sql, micro"
java developer,"java, it, consult, sql, pl, sql, web, oracle, systems, cio, gps"
solution specialist,"java, sdlc, systems, cio, management, j2ee, xml, web, jsp, jdbc, sql, oracle, db2, html, javascript, ide"
solution specialist,"java, sdlc, systems, cio, management, j2ee, xml, web, jsp, jdbc, sql, oracle, db2, html, javascript, ide"
java full stack developer,"java, project, development, systems, cio, it, html, javascript, xml, python, test, recruiter"
java developer,"java, it, consult, sql, pl, sql, web, oracle, systems, cio"
full stack java developer,"java, sdlc, systems, cio, management, j2ee, xml, web, jsp, jdbc, sql, oracle, db2, html, javascript, ide, security"
java developer,"java, sdlc, systems, cio, management, j2ee, xml, web, jsp, jdbc, sql, oracle, db2, html, javascript, ide"
angular and spring boot,"java, test, development, security, html, javascript, apache, ejb, sql, ibm, db2, websphere, software"
java developer,"it, java, software, bash, javascript, python, development"
java developer,"it, python, java, html, javascript, sql, bash, software, development"
java developer,"it, java, software, bash, javascript, python, development"
full stack java developer,"java, software, architecture, analysis, gui, security, access, javascript, web, interface, development"
java developer,"java, websphere, application, html, javascript, jsp, jdbc, web, rational, ide, software, engineer, it, unisys"
